"Rank"	"NodeID"	"Drug"	"Score"
993	"DB00002"	"cetuximab"	2.9197692186462e-11
994	"DB00887"	"bumetanide"	2.89193442394811e-11
995	"DB00182"	"amphetamine"	2.88217095407892e-11
996	"DB09020"	"bisacodyl"	2.86237683207194e-11
997	"DB00626"	"bacitracin"	2.82675435408655e-11
998	"DB01065"	"melatonin"	2.82139338288867e-11
999	"DB00457"	"prazosin"	2.81994679021042e-11
1000	"DB01263"	"posaconazole"	2.80753028312729e-11
1001	"DB12499"	"clascoterone"	2.79877622763132e-11
1002	"DB08797"	"salicylamide"	2.79832454499485e-11
1003	"DB01718"	"cetrimonium"	2.79741539273611e-11
1004	"DB12941"	"darolutamide"	2.78647578831296e-11
1005	""	"arn-509"	2.78300245689186e-11
1006	"DB08903"	"bedaquiline"	2.75518997699675e-11
1007	"DB06137"	"tirbanibulin"	2.74016470550614e-11
1008	"DB08329"	"sulthiame"	2.72922921001632e-11
1009	"DB00640"	"adenosine"	2.71412803730196e-11
1010	"DB01248"	"docetaxel"	2.70982350173555e-11
1011	"DB05084"	"abaloparatide"	2.70341110528824e-11
1012	"DB01025"	"amlexanox"	2.68737332676967e-11
1013	"DB12863"	"sivelestat"	2.65140620243779e-11
1014	""	"taxol"	2.62577206486286e-11
1015	"DB00854"	"levorphanol"	2.61625698128832e-11
1016	"DB01029"	"irbesartan"	2.57019112284585e-11
1017	"DB11942"	"selinexor"	2.56263063841761e-11
1018	"DB01030"	"topotecan"	2.54105096434245e-11
1019	"DB00819"	"acetazolamide"	2.52180629546412e-11
1020	"DB12637"	"onapristone"	2.52088472072495e-11
1021	"DB00741"	"hydrocortisone"	2.51620974297583e-11
1022	"DB15149"	"futibatinib"	2.49710347289802e-11
1023	"DB00547"	"desoximetasone"	2.48543891595298e-11
1024	"DB00247"	"methysergide"	2.48359837867013e-11
1025	""	"guggulsterone"	2.48245468980792e-11
1026	""	"deucravacitinib"	2.48052024553571e-11
1027	""	"medroxyprogesterone"	2.46572708674916e-11
1028	"DB00295"	"morphine"	2.44850045782094e-11
1029	"DB01264"	"darunavir"	2.44179015529612e-11
1030	"DB12523"	"mizolastine"	2.4326388028098e-11
1031	"DB11817"	"baricitinib"	2.42055356115991e-11
1032	"DB00876"	"eprosartan"	2.41159644351989e-11
1033	""	"cetrimide"	2.40616205710818e-11
1034	"DB01128"	"bicalutamide"	2.40347340473759e-11
1035	""	"hydroxyflutamide"	2.395333241912e-11
1036	""	"hif-1alpha"	2.38948620809938e-11
1037	""	"sotorasib"	2.37484793369796e-11
1038	""	"beclometasone"	2.36769903645968e-11
1039	"DB15102"	"pemigatinib"	2.36460498041197e-11
1040	"DB09061"	"cannabidiol"	2.35847089605452e-11
1041	"DB01395"	"drospirenone"	2.33411008707128e-11
1042	""	"ski-758"	2.33293696804374e-11
1043	"DB04794"	"bifonazole"	2.32957183793054e-11
1044	"DB01380"	"cortisone"	2.3236089744964e-11
1045	""	"amivantamab"	2.32144241757685e-11
1046	"DB00766"	"clavulanic acid"	2.31414832470029e-11
1047	"DB01410"	"ciclesonide"	2.28440806157978e-11
1048	"DB08899"	"enzalutamide"	2.24921699585668e-11
1049	"DB01232"	"saquinavir"	2.23878911827599e-11
1050	"DB00635"	"prednisone"	2.23616646208704e-11
1051	"DB00959"	"methylprednisolone"	2.2239038483314e-11
1052	"DB01216"	"finasteride"	2.20967777130457e-11
1053	"DB08906"	"fluticasone"	2.20122096671613e-11
1054	"DB01047"	"fluocinonide"	2.19502265397023e-11
1055	"DB00846"	"flurandrenolide"	2.18569428895992e-11
1056	"DB00736"	"esomeprazole"	2.18260423496643e-11
1057	"DB00591"	"fluocinolone"	2.17660243589228e-11
1058	""	"pecazine"	2.17558493368789e-11
1059	"DB00290"	"bleomycin"	2.17503466391359e-11
1060	"DB08880"	"teriflunomide"	2.16937699808406e-11
1061	"DB00180"	"flunisolide"	2.1608988454189e-11
1062	""	"diflorasone diacetate"	2.14240063521588e-11
1063	""	"hm61713"	2.13421185014955e-11
1064	"DB12147"	"erdafitinib"	2.12023080015485e-11
1065	"DB00391"	"sulpiride"	2.09408292497813e-11
1066	"DB00390"	"digoxin"	2.06262299516202e-11
1067	"DB00620"	"triamcinolone"	2.05720148643025e-11
1068	"DB00443"	"betamethasone"	2.0234185340997e-11
1069	"DB06150"	"sulfadimethoxine"	2.01876015804957e-11
1070	"DB01024"	"mycophenolic acid"	2.00000174808577e-11
1071	"DB04843"	"mepenzolic acid"	1.99990006151672e-11
1072	"DB00338"	"omeprazole"	1.95822752679267e-11
1073	"DB06710"	"methyltestosterone"	1.93930812574744e-11
1074	"DB00717"	"norethisterone"	1.92945920195378e-11
1075	"DB06285"	"teriparatide"	1.92844404947055e-11
1076	"DB06782"	"dimercaprol"	1.92813653814362e-11
1077	"DB01624"	"zuclopenthixol"	1.92202053601781e-11
1078	"DB00741"	"cortisol"	1.8674395033035e-11
1079	"DB13425"	"flutrimazole"	1.85384684714713e-11
1080	"DB12978"	"pexidartinib"	1.85262450656439e-11
1081	"DB01123"	"proflavine"	1.84777335662044e-11
1082	"DB01045"	"rifampicin"	1.84065083380346e-11
1083	"DB03255"	"phenol"	1.83976523340192e-11
1084	""	"alpha 1-pi"	1.83321584862225e-11
1085	"DB11362"	"selexipag"	1.80619484675832e-11
1086	"DB00539"	"toremifene"	1.77448224193927e-11
1087	"DB00219"	"oxyphenonium"	1.77240704271707e-11
1088	"DB04839"	"cyproterone"	1.77021411367187e-11
1089	"DB06791"	"lanreotide"	1.76778016507651e-11
1090	"DB11730"	"ribociclib"	1.73990217732785e-11
1091	"DB00695"	"furosemide"	1.71489932581495e-11
1092	"DB09526"	"hydroquinone"	1.7001695182658e-11
1093	""	"edotreotide"	1.6986960551289e-11
1094	"DB00687"	"fludrocortisone"	1.69549316801325e-11
1095	"DB00764"	"mometasone"	1.68590164487926e-11
1096	"DB15822"	"pralsetinib"	1.68399472533279e-11
1097	"DB00643"	"mebendazole"	1.67420771425467e-11
1098	"DB00896"	"rimexolone"	1.67278070719848e-11
1099	"DB00171"	"adenosine triphosphate"	1.62391121879349e-11
1100	"DB00378"	"dydrogesterone"	1.61893697062851e-11
1101	"DB11976"	"anifrolumab"	1.59222694427329e-11
1102	"DB16236"	"mitapivat"	1.58976462636181e-11
1103	"DB04894"	"vapreotide"	1.58802252389086e-11
1104	"DB06803"	"niclosamide"	1.58416683884861e-11
1105	"DB06212"	"tolvaptan"	1.58157943485163e-11
1106	"DB00775"	"tirofiban"	1.57228484922953e-11
1107	""	"flumbatinib"	1.57002474866096e-11
1108	"DB08871"	"eribulin"	1.55131425686944e-11
1109	""	"ulipristal"	1.53900486525537e-11
1110	"DB01083"	"orlistat"	1.51873066869443e-11
1111	"DB15233"	"avapritinib"	1.51328516112877e-11
1112	"DB00125"	"arginine"	1.50739567352666e-11
1113	"DB00136"	"calcitriol"	1.49471428919135e-11
1114	""	"hbi-8000"	1.48066587924221e-11
1115	"DB00399"	"zoledronic acid"	1.47488280673419e-11
1116	"DB13602"	"promegestone"	1.46478479303976e-11
1117	"DB01023"	"felodipine"	1.46356279207511e-11
1118	"DB08896"	"regorafenib"	1.46212863613504e-11
1119	"DB11760"	"talazoparib"	1.46197517300276e-11
1120	"DB00063"	"eptifibatide"	1.46172778507447e-11
1121	"DB09078"	"lenvatinib"	1.46001619139488e-11
1122	"DB11689"	"selumetinib"	1.45429379682236e-11
1123	"DB13165"	"ripasudil"	1.45020339616562e-11
1124	"DB01220"	"rifaximin"	1.44789623885051e-11
1125	"DB00266"	"dicumarol"	1.44367409952458e-11
1126	"DB01007"	"tioconazole"	1.44173743665121e-11
1127	"DB04862"	"merimepodib"	1.43780499069266e-11
1128	"DB15442"	"trilaciclib"	1.43429604916026e-11
1129	"DB06594"	"agomelatine"	1.43078487244805e-11
1130	"DB00351"	"megestrol"	1.41267706956811e-11
1131	"DB01199"	"tubocurarine"	1.38487916970074e-11
1132	"DB11629"	"laropiprant"	1.38444742120248e-11
1133	"DB14765"	"rivoceranib"	1.37180523120275e-11
1134	"DB00249"	"idoxuridine"	1.36714208436358e-11
1135	"DB08943"	"isoconazole"	1.29191040030947e-11
1136	"DB00970"	"dactinomycin"	1.27974469652494e-11
1137	"DB06786"	"halcinonide"	1.27423950873992e-11
1138	""	"ximelegatran"	1.27312459174224e-11
1139	"DB11363"	"alectinib"	1.26273557156883e-11
1140	"DB15903"	"chlormadinone"	1.25344234384932e-11
1141	"DB12141"	"gilteritinib"	1.24769982009086e-11
1142	"DB00361"	"vinorelbine"	1.23263138945246e-11
1143	"DB05812"	"abiraterone"	1.22968914715994e-11
1144	"DB15133"	"tepotinib"	1.2182251443515e-11
1145	"DB15106"	"surufatinib"	1.21686881575449e-11
1146	"DB00494"	"entacapone"	1.21397548534142e-11
1147	"DB00324"	"fluorometholone"	1.21364168679013e-11
1148	""	"cetylpyridinium"	1.20609946047308e-11
1149	"DB01188"	"ciclopirox"	1.19212709476985e-11
1150	"DB01229"	"paclitaxel"	1.16416022796486e-11
1151	"DB12048"	"savolitinib"	1.16289257003124e-11
1152	"DB11791"	"capmatinib"	1.15695254652699e-11
1153	""	"asciminib"	1.13578933316361e-11
1154	"DB00851"	"dacarbazine"	1.13352472595439e-11
1155	"DB00927"	"famotidine"	1.1313121351793e-11
1156	"DB14881"	"oliceridine"	1.11886047567741e-11
1157	"DB11967"	"binimetinib"	1.11130437636533e-11
1158	"DB08894"	"peginesatide"	1.07811590816681e-11
1159	""	"growth hormone 1"	1.07353384145802e-11
1160	"DB06262"	"droxidopa"	1.0655832760246e-11
1161	"DB01394"	"colchicine"	1.05854876264673e-11
1162	"DB12131"	"vinpocetine"	1.05581305971755e-11
1163	"DB08826"	"deferiprone"	1.05459792471247e-11
1164	"DB00016"	"erythropoietin"	1.05443169292388e-11
1165	"DB01601"	"lopinavir"	1.03486448247576e-11
1166	"DB00953"	"rizatriptan"	1.02654586295069e-11
1167	"DB08911"	"trametinib"	1.02232339697138e-11
1168	"DB14960"	"somatrogon"	1.01153801969951e-11
1169	"DB06272"	"maxacalcitol"	1.01100307447196e-11
1170	"DB03193"	"stearic acid"	1.00509490058228e-11
1171	"DB13689"	"tacalcitol"	1.00390291261201e-11
1172	"DB02300"	"calcipotriol"	1.00373510972809e-11
1173	""	"1,25-dihydroxyvitamin d3"	1.00227834843985e-11
1174	"DB05667"	"levoketoconazole"	9.9594849291973e-12
1175	""	"catequentinib"	9.95480741501023e-12
1176	""	"trypan blue"	9.86437061922856e-12
1177	"DB03796"	"palmitic acid"	9.8047905663872e-12
1178	"DB00233"	"aminosalicylic acid"	9.74384404383988e-12
1179	"DB05351"	"dexlansoprazole"	9.60398846543211e-12
1180	"DB00163"	"vitamin e"	9.60050000639555e-12
1181	"DB00418"	"secobarbital"	9.45048295389562e-12
1182	"DB06174"	"noscapine"	9.41311350345866e-12
1183	"DB00393"	"nimodipine"	9.29891505972863e-12
1184	"DB02300"	"calcipotriene"	9.26537447455741e-12
1185	"DB09074"	"olaparib"	9.24877881907823e-12
1186	"DB09570"	"ixazomib"	9.24599018067482e-12
1187	"DB01179"	"podofilox"	9.14628936915171e-12
1188	"DB12328"	"cantharidin"	9.08515218927547e-12
1189	"DB05239"	"cobimetinib"	8.73175628029367e-12
1190	"DB00495"	"zidovudine"	8.62563061189453e-12
1191	"DB15207"	"esaxerenone"	8.56169644662549e-12
1192	"DB02701"	"niacinamide"	8.53876124265628e-12
1193	"DB01008"	"busulfan"	8.40716464869383e-12
1194	"DB08881"	"vemurafenib"	8.32402434849403e-12
1195	"DB11693"	"voclosporin"	8.31428717951848e-12
1196	"DB00360"	"sapropterin"	8.29090074532275e-12
1197	"DB01396"	"digitoxin"	8.26629130109808e-12
1198	"DB02959"	"oxitriptan"	8.22679733115554e-12
1199	"DB00146"	"calcifediol"	8.07655191673229e-12
1200	"DB00467"	"enoxacin"	8.01436378965275e-12
1201	"DB01013"	"clobetasol"	8.00413576130702e-12
1202	"DB05316"	"pimavanserin"	7.9034506224692e-12
1203	"DB04967"	"lucanthone"	7.81623989502514e-12
1204	"DB16165"	"finerenone"	7.71569561545552e-12
1205	"DB06207"	"silodosin"	7.69551478588541e-12
1206	"DB12163"	"sarpogrelate"	7.58938961433946e-12
1207	"DB01092"	"ouabain"	7.40244124053133e-12
1208	"DB00298"	"dapiprazole"	7.36166349497014e-12
1209	"DB02701"	"nicotinamide"	7.28776283749141e-12
1210	"DB11793"	"niraparib"	7.14608983485017e-12
1211	"DB00570"	"vinblastine"	6.98083172163118e-12
1212	""	"ku-0058948"	6.87922266073091e-12
1213	"DB04854"	"febuxostat"	6.79238662226088e-12
1214	"DB12332"	"rucaparib"	6.71347600015077e-12
1215	"DB12877"	"oxatomide"	6.6758708974662e-12
1216	"DB09084"	"benzydamine"	6.66014771381165e-12
1217	"DB08912"	"dabrafenib"	6.58437106843381e-12
1218	"DB00199"	"erythromycin"	6.47243539333759e-12
1219	"DB00521"	"carteolol"	6.35986670840853e-12
1220	""	"demeclocycline"	6.20856067244107e-12
1221	"DB06204"	"tapentadol"	6.00923189302638e-12
1222	""	"phenylbutanoic acid"	5.74960825002519e-12
1223	"DB00574"	"fenfluramine"	5.70573696313264e-12
1224	"DB01129"	"rabeprazole"	5.33677028843352e-12
1225	"DB00770"	"alprostadil"	5.31994030081031e-12
1226	""	"sodium phenylbutyrate"	5.22079233807666e-12
1227	"DB00187"	"esmolol"	5.14741584520079e-12
1228	"DB01191"	"dexfenfluramine"	5.13062242505593e-12
1229	"DB00169"	"cholecalciferol"	5.12045106033809e-12
1230	""	"evans blue"	4.97917135931247e-12
1231	"DB15685"	"selpercatinib"	4.63660945168507e-12
1232	"DB00924"	"cyclobenzaprine"	4.6270026904926e-12
1233	"DB11679"	"fruquintinib"	4.34724558451799e-12
1234	"DB11767"	"sarilumab"	4.28721465958917e-12
1235	""	"metergolin"	4.04637200339917e-12
1236	"DB06083"	"tapinarof"	3.99722254074256e-12
1237	"DB11675"	"mosapride"	3.62364572127868e-12
1238	"DB00751"	"epinastine"	3.62159617739683e-12
1239	"DB00903"	"ethacrynic acid"	3.61962058801366e-12
1240	"DB00316"	"acetaminophen"	3.57540152744932e-12
1241	"DB13277"	"benziodarone"	3.54796547883032e-12
1242	"DB12887"	"tazemetostat"	3.50378305830354e-12
1243	"DB00475"	"chlordiazepoxide"	3.31036977384123e-12
1244	"DB11611"	"lifitegrast"	3.19287431095476e-12
1245	"DB13552"	"trifluperidol"	3.15914297584999e-12
1246	"DB00735"	"naftifine"	3.11082339008028e-12
1247	"DB06469"	"lestaurtinib"	3.09565314579592e-12
1248	""	"triparanol"	3.06969396015676e-12
1249	"DB00994"	"neomycin"	2.94604383178989e-12
1250	"DB00559"	"bosentan"	2.93824055661739e-12
1251	"DB05578"	"ramucirumab"	2.93235361970097e-12
1252	""	"yn-968d1"	2.9235584419283e-12
1253	"DB13510"	"buflomedil"	2.9184348266117e-12
1254	"DB05767"	"andrographolide"	2.87758825868033e-12
1255	"DB01166"	"cilostazol"	2.83330491752111e-12
1256	"DB00882"	"clomifene"	2.72848470496037e-12
1257	"DB12930"	"opipramol"	2.64733588833773e-12
1258	"DB00454"	"meperidine"	2.61914778402376e-12
1259	""	"silymarin"	2.59806206250206e-12
1260	"DB00213"	"pantoprazole"	2.59108981140148e-12
1261	"DB00811"	"ribavirin"	2.54351239232745e-12
1262	"DB08162"	"fasudil"	2.5010789814482e-12
1263	""	"belumosudil"	2.47917472491863e-12
1264	"DB00943"	"zalcitabine"	2.29642552213274e-12
1265	"DB00143"	"glutathione"	2.28802447896696e-12
1266	"DB13931"	"netarsudil"	2.1963933392716e-12
1267	"DB13766"	"lidoflazine"	2.1789358871106e-12
1268	"DB00358"	"mefloquine"	1.83863166768368e-12
1269	"DB11186"	"carbetapentane"	1.82068754956634e-12
1270	"DB00333"	"methadone"	1.78857621205424e-12
1271	"DB00206"	"reserpine"	1.77671874866971e-12
1272	"DB01411"	"pranlukast"	1.46186014960799e-12
1273	"DB06210"	"eltrombopag"	1.42655052643163e-12
1274	""	"belzutifan"	1.26034876749931e-12
1275	"DB01262"	"decitabine"	1.11109761951796e-12
1276	"DB09069"	"trimetazidine"	9.8403462057301e-13
1277	"DB01625"	"isopropamide"	9.66552314760097e-13
1278	"DB00833"	"cefaclor"	9.45221375277409e-13
1279	"DB06414"	"etravirine"	9.25607355823926e-13
1280	"DB00932"	"tipranavir"	7.99309728435612e-13
1281	"DB00928"	"azacitidine"	7.4388343556064e-13
1282	"DB09142"	"sincalide"	7.3662757291944e-13
1283	""	"sunitinib malate"	6.51515979469698e-13
1284	"DB13855"	"nifuroxazide"	5.28398248292457e-13
1285	"DB00456"	"cefalotin"	3.95028989502833e-13
1286	"DB00183"	"pentagastrin"	3.84054077944347e-13
1287	"DB01067"	"glipizide"	3.64702944097575e-13
1288	""	"zithromax"	3.47007566907418e-13
1289	"DB00507"	"nitazoxanide"	3.31971952859058e-13
1290	"DB12825"	"lefamulin"	3.23799162157743e-13
1291	""	"psi-7977"	3.21772926100931e-13
1292	"DB09102"	"daclatasvir"	3.15739492648038e-13
1293	"DB01032"	"probenecid"	3.03511427735985e-13
1294	"DB09350"	"piperonyl butoxide"	2.90773719277059e-13
1295	"DB13941"	"piperaquine"	2.67536687896192e-13
1296	"DB06292"	"dapagliflozin"	2.29120146518061e-13
1297	"DB13179"	"troleandomycin"	2.1587896910024e-13
1298	"DB01140"	"cefadroxil"	1.50721253836259e-13
1299	"DB12159"	"dupilumab"	1.20480818188823e-13
1300	"DB00701"	"amprenavir"	6.17543821694009e-14
1301	"DB00683"	"midazolam"	5.89948230290963e-14
1302	""	"calcitonin (salmon)"	4.71336582581282e-14
1303	"DB01211"	"clarithromycin"	4.30603712567571e-14
1304	"DB01278"	"pramlintide"	4.20186459340368e-14
1305	""	"calcitonin"	3.82205554123656e-14
1306	"DB00746"	"deferoxamine"	3.46369786584428e-14
1307	"DB11776"	"brodalumab"	9.44266030995225e-15
1308	""	"lanoconazole"	0
1309	"DB00120"	"l-phenylalanine"	0
1310	"DB00454"	"pethidine"	0
1311	""	"nalfurafine hcl"	0
1312	"DB00394"	"beclometasone dipropionate"	0
1313	""	"carperitide"	0
1314	"DB06707"	"corbadrine"	0
1315	""	"daridorexant"	0
1316	""	"latanoprost (free acid form)"	0
1317	""	"mln9708"	0
1318	"DB13588"	"nafronyl"	0
1319	""	"motilin"	0
1320	""	"vitamin b3"	0
1321	"DB06548"	"minodronate"	0
1322	"DB14741"	"lh"	0
1323	""	"lgx818"	0
1324	""	"latanoprost (isopropyl ester)"	0
1325	""	"bms-201038"	0
1326	"DB06755"	"beta-carotene"	0
1327	""	"(-)-pentazocine"	0
1328	"DB01285"	"acth"	0
1329	"DB00630"	"alendronate"	0
1330	""	"dti-015"	0
1331	"DB09154"	"sodium"	0
1332	""	"zucapsacin"	0
1333	"DB14219"	"monomethyl"	0
1334	"DB04953"	"retigabine"	0
1335	"DB11753"	"rifamycin sv"	0
1336	""	"alpidem"	0
1337	""	"benzarone"	0
1338	""	"dcfpyl"	0
1339	""	"ibutamoren"	0
1340	""	"erythromycin estolate"	0
1341	""	"estrone sulfuric acid"	0
1342	""	"menthol"	0
1343	"DB01577"	"methamphetamine"	0
1344	""	"olmesartan medoxomil"	0
1345	"DB09345"	"pramoxine"	0
1346	"DB09532"	"secretin"	0
1347	""	"sodium phosphate"	0
1348	""	"sulfur, precipitated"	0
1349	"DB01586"	"ursodiol"	0
1350	""	"hexamethyl pararosaniline"	0
1351	"DB00710"	"ibandronic acid"	0
1352	"DB04574"	"estrone-3-sulphate"	0
1353	"DB00884"	"risedronate"	0
1354	""	"dextrothyroxine"	0
1355	"DB00114"	"pyridoxal"	0
1356	"DB00282"	"pamidronate"	0
1357	""	"brilinta"	0
1358	"DB00497"	"oxycodone"	0
1359	"DB01207"	"ridogrel"	0
1360	"DB01251"	"gliquidone"	0
1361	"DB00007"	"leuprolide"	0
1362	"DB00504"	"levallorphan"	0
1363	"DB00848"	"levamisole"	0
1364	"DB01106"	"levocabastine"	0
1365	"DB00956"	"hydrocodone"	0
1366	"DB00327"	"hydromorphone"	0
1367	"DB00724"	"imiquimod"	0
1368	"DB14811"	"isatuximab"	0
1369	"DB08905"	"formestane"	0
1370	"DB00998"	"frovatriptan"	0
1371	"DB00996"	"gabapentin"	0
1372	"DB00222"	"glimepiride"	0
1373	"DB00644"	"gonadorelin"	0
1374	"DB00282"	"pamidronic acid"	0
1375	"DB00400"	"griseofulvin"	0
1376	"DB08985"	"etilefrine"	0
1377	"DB00292"	"etomidate"	0
1378	"DB00990"	"exemestane"	0
1379	"DB00973"	"ezetimibe"	0
1380	"DB04953"	"ezogabine"	0
1381	"DB04908"	"flibanserin"	0
1382	"DB01126"	"dutasteride"	0
1383	"DB09075"	"edoxaban"	0
1384	"DB11979"	"elagolix"	0
1385	"DB00216"	"eletriptan"	0
1386	"DB06317"	"elotuzumab"	0
1387	"DB01006"	"letrozole"	0
1388	"DB11560"	"lesinurad"	0
1389	"DB11660"	"latanoprostene bunod"	0
1390	"DB11732"	"lasmiditan"	0
1391	"DB00410"	"mupirocin"	0
1392	"DB00844"	"nalbuphine"	0
1393	"DB11691"	"naldemedine"	0
1394	"DB06230"	"nalmefene"	0
1395	"DB00952"	"naratriptan"	0
1396	"DB00627"	"niacin"	0
1397	"DB00348"	"nitisinone"	0
1398	"DB00698"	"nitrofurantoin"	0
1399	"DB09035"	"nivolumab"	0
1400	"DB00423"	"methocarbamol"	0
1401	"DB00723"	"methoxamine"	0
1402	"DB06800"	"methylnaltrexone"	0
1403	"DB05018"	"migalastat"	0
1404	"DB00491"	"miglitol"	0
1405	"DB08890"	"linaclotide"	0
1406	"DB00431"	"lindane"	0
1407	"DB08827"	"lomitapide"	0
1408	"DB06725"	"lornoxicam"	0
1409	"DB13074"	"macimorelin"	0
1410	"DB08932"	"macitentan"	0
1411	"DB16226"	"maralixibat"	0
1412	"DB04843"	"mepenzolate"	0
1413	"DB14568"	"ivosidenib"	0
1414	"DB01172"	"kanamycin"	0
1415	"DB14597"	"lanadelumab"	0
1416	"DB09272"	"eluxadoline"	0
1417	"DB13874"	"enasidenib"	0
1418	"DB01209"	"dezocine"	0
1419	"DB12023"	"benralizumab"	0
1420	"DB12216"	"bergapten"	0
1421	"DB01019"	"bethanechol"	0
1422	"DB00905"	"bimatoprost"	0
1423	"DB11653"	"bremelanotide"	0
1424	"DB11859"	"brexanolone"	0
1425	"DB00261"	"anagrelide"	0
1426	"DB01217"	"anastrozole"	0
1427	"DB01072"	"atazanavir"	0
1428	"DB16098"	"atogepant"	0
1429	"DB01117"	"atovaquone"	0
1430	"DB15011"	"avacopan"	0
1431	"DB06237"	"avanafil"	0
1432	"DB00207"	"azithromycin"	0
1433	"DB00106"	"abarelix"	0
1434	"DB01281"	"abatacept"	0
1435	"DB00284"	"acarbose"	0
1436	"DB09055"	"acipimox"	0
1437	"DB04931"	"afamelanotide"	0
1438	"DB00630"	"alendronic acid"	0
1439	"DB00918"	"almotriptan"	0
1440	"DB01616"	"alverine"	0
1441	"DB06403"	"ambrisentan"	0
1442	"DB01143"	"amifostine"	0
1443	"DB00357"	"aminoglutethimide"	0
1444	"DB00345"	"aminohippuric acid"	0
1445	"DB00868"	"benzonatate"	0
1446	"DB14707"	"cemiplimab"	0
1447	"DB00485"	"dicloxacillin"	0
1448	"DB01327"	"cefazolin"	0
1449	"DB11938"	"difelikefalin"	0
1450	"DB00280"	"disopyramide"	0
1451	"DB08930"	"dolutegravir"	0
1452	"DB09130"	"copper"	0
1453	"DB15271"	"crizanlizumab"	0
1454	"DB00111"	"daclizumab"	0
1455	"DB01219"	"dantrolene"	0
1456	"DB09331"	"daratumumab"	0
1457	"DB09183"	"dasabuvir"	0
1458	"DB06699"	"degarelix"	0
1459	"DB03619"	"deoxycholic acid"	0
1460	"DB00050"	"cetrorelix"	0
1461	"DB09093"	"chlortetracycline"	0
1462	"DB02659"	"cholic acid"	0
1463	"DB00771"	"clidinium"	0
1464	"DB00631"	"clofarabine"	0
1465	"DB00318"	"codeine"	0
1466	"DB00921"	"buprenorphine"	0
1467	"DB06719"	"buserelin"	0
1468	"DB00611"	"butorphanol"	0
1469	"DB06441"	"cangrelor"	0
1470	"DB02329"	"carbenoxolone"	0
1471	"DB00262"	"carmustine"	0
1472	"DB15694"	"cedazuridine"	0
1473	"DB01326"	"cefamandole"	0
1474	"DB09037"	"pembrolizumab"	0
1475	"DB01192"	"oxymorphone"	0
1476	"DB11457"	"rotenone"	0
1477	"DB16207"	"itolizumab"	0
1478	"DB14985"	"enarodustat"	0
1479	"DB00824"	"enprofylline"	0
1480	"DB15293"	"epalrestat"	0
1481	"DB01253"	"ergometrine"	0
1482	"DB00903"	"etacrynic acid"	0
1483	"DB13217"	"fentiazac"	0
1484	"DB00301"	"flucloxacillin"	0
1485	"DB01073"	"fludarabine"	0
1486	"DB00452"	"framycetin"	0
1487	"DB05087"	"ganaxolone"	0
1488	"DB06785"	"ganirelix"	0
1489	"DB00710"	"ibandronate"	0
1490	"DB06283"	"ziconotide"	0
1491	"DB00776"	"oxcarbazepine"	0
1492	"DB00315"	"zolmitriptan"	0
1493	"DB11704"	"adomeglivant"	0
1494	"DB00128"	"aspartic acid"	0
1495	"DB01333"	"cefradine"	0
1496	"DB01034"	"cerulenin"	0
1497	"DB06586"	"cetilistat"	0
1498	"DB00720"	"clodronic acid"	0
1499	"DB00685"	"trovafloxacin"	0
1500	"DB15328"	"ubrogepant"	0
1501	"DB01339"	"vecuronium"	0
1502	"DB00541"	"vincristine"	0
1503	"DB06694"	"xylometazoline"	0
1504	"DB13393"	"emetine"	0
1505	"DB12486"	"elobixibat"	0
1506	"DB16145"	"dotinurad"	0
1507	"DB08997"	"dexetimide"	0
1508	"DB00815"	"sodium lauryl sulfate"	0
1509	"DB15626"	"spesolimab"	0
1510	"DB00139"	"succinic acid"	0
1511	"DB04786"	"suramin"	0
1512	"DB14996"	"sutimlimab"	0
1513	"DB14922"	"tislelizumab"	0
1514	"DB07615"	"tranilast"	0
1515	"DB09089"	"trimebutine"	0
1516	"DB06267"	"udenafil"	0
1517	"DB12661"	"urapidil"	0
1518	"DB02745"	"uridine"	0
1519	"DB01586"	"ursodeoxycholic acid"	0
1520	"DB12255"	"vadadustat"	0
1521	"DB04878"	"voglibose"	0
1522	"DB09120"	"zucapsaicin"	0
1523	"DB14065"	"lomerizine"	0
1524	"DB01577"	"metamfetamine"	0
1525	"DB00353"	"methylergometrine"	0
1526	"DB12092"	"naftopidil"	0
1527	"DB11490"	"nalorphine"	0
1528	"DB11620"	"neridronic acid"	0
1529	"DB06804"	"nonoxynol-9"	0
1530	"DB12017"	"ozagrel"	0
1531	"DB06153"	"pizotifen"	0
1532	"DB01131"	"proguanil"	0
1533	"DB00962"	"zaleplon"	0
1534	"DB09343"	"tipiracil"	0
1535	"DB00525"	"tolnaftate"	0
1536	"DB12457"	"rimegepant"	0
1537	"DB00867"	"ritodrine"	0
1538	"DB00778"	"roxithromycin"	0
1539	"DB06201"	"rufinamide"	0
1540	"DB12543"	"samidorphan"	0
1541	"DB00230"	"pregabalin"	0
1542	"DB00794"	"primidone"	0
1543	"DB09421"	"protirelin"	0
1544	"DB01325"	"quinethazone"	0
1545	"DB00293"	"raltitrexed"	0
1546	"DB06213"	"regadenoson"	0
1547	"DB11853"	"relugolix"	0
1548	"DB00652"	"pentazocine"	0
1549	"DB00552"	"pentostatin"	0
1550	"DB01608"	"periciazine"	0
1551	"DB13606"	"phenazocine"	0
1552	"DB01620"	"pheniramine"	0
1553	"DB04824"	"phenolphthalein"	0
1554	"DB00925"	"phenoxybenzamine"	0
1555	"DB00191"	"phentermine"	0
